id;seccion;edad;pf_ac1;pf_ac2;pf_ac3;pf_alg_2019;pf_alg_2020;alg_1b_2021;alg_2b_2021;alg_3b_2021;alg_4b_2021;ind_nivel_algebra;pf_apm_2019;pf_apm_2020;am_1b_2021;am_2b_2021;am_3b_2021;am_4b_2021;ind_nivel_am;pf_geo_2019;pf_geo_2020;geo_1b_2021;geo_2b_2021;geo_3b_2021;geo_4b_2021;ind_nivel_geo;grupo_mate;genero;anios_colegio;condicion_pago;pe1;pe2;pe3;pe4;pe5;horas_asincronas;valoracion_clases;dispos_clases;calidad_internet
500;A;17;13;16;20;13;14;14;13;14;13;2;11;12;11;12;11;3;2;14;15;13;15;16;12;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
501;A;17;12;12;17;14;12;12;13;14;12;2;11;11;8;9;9;4;1;14;12;11;14;11;14;2;0;M;5;deuda;Facil;Dificil;Facil;Facil;Indiferente;2 horas;Indiferente;3;Media
502;A;16;12;12;16;12;12;9;11;12;14;2;13;11;8;13;12;4;2;13;11;11;9;14;13;2;0;F;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
503;A;17;11;11;18;11;11;10;13;12;12;2;11;11;9;9;10;5;2;14;13;11;12;14;11;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Indiferente;2 horas;Indiferente;4;Media
504;A;16;13;13;20;15;14;15;15;14;14;3;11;11;13;12;11;3;2;14;16;12;16;16;15;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
505;A;16;13;12;18;13;14;11;13;13;14;2;11;12;7;11;11;4;2;11;12;13;12;8;12;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;5;Media
506;A;17;12;13;19;14;12;13;12;14;15;2;11;11;7;11;11;4;2;14;11;11;14;15;14;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
507;A;16;16;17;19;15;18;17;15;17;18;3;16;13;16;15;15;5;2;17;18;18;18;18;16;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
508;A;16;12;11;17;15;15;11;15;12;14;2;12;12;8;11;13;4;2;16;13;11;9;8;17;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
509;A;16;12;12;16;14;15;15;12;12;13;2;11;12;9;9;7;5;1;12;13;11;10;11;13;2;0;M;5;deuda;Muy Dificil;Dificil;Facil;Muy Dificil;Bueno;3 horas;Satisfecho;4;Buena
510;A;17;14;13;18;16;15;17;15;16;15;3;11;11;16;14;13;4;2;15;18;13;18;16;14;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
511;A;17;12;12;16;13;13;9;13;14;15;2;11;12;7;10;12;5;2;14;12;14;13;9;13;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
512;A;16;11;12;16;12;11;11;12;14;14;2;11;11;9;10;9;4;2;11;13;11;12;8;14;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
513;A;16;10;13;18;14;13;13;11;13;14;2;11;11;10;8;11;3;2;11;12;10;11;14;12;2;0;F;5;deuda;Ni Facil ni Dificil;Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;4;Media
514;A;17;12;12;16;14;13;14;13;14;13;2;11;12;11;10;7;4;2;11;12;14;13;9;12;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
515;A;16;12;14;19;11;11;14;12;9;3;2;16;17;18;14;14;12;3;18;17;18;14;14;12;3;0;F;5;deuda;Muy Facil;Facil;Ni Facil ni Dificil;Muy Facil;Bueno;3 horas;Satisfecho;1;Buena
516;A;17;13;14;20;12;14;15;12;15;15;2;11;11;14;12;13;4;2;15;17;14;16;15;17;3;0;M;5;deuda;Facil;Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
517;B;17;15;18;19;17;18;17;18;19;17;3;11;11;16;14;15;6;2;14;19;13;16;19;17;3;0;M;5;deuda;Facil;Facil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
518;B;17;16;17;18;19;20;17;18;20;18;3;11;12;15;16;17;6;2;18;17;16;18;18;18;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
519;B;17;19;19;19;19;18;18;19;20;20;3;11;16;15;17;18;7;3;19;20;18;19;20;19;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
520;B;17;19;19;20;17;20;17;18;20;20;3;15;12;16;16;17;7;2;17;19;17;17;19;18;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;4;Muy buena
521;B;16;18;17;19;17;17;17;19;20;20;3;16;12;17;17;18;9;3;18;18;18;18;17;20;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
522;B;16;18;18;19;20;19;17;18;20;20;3;12;12;16;18;18;7;2;18;19;18;18;18;19;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;4;Muy buena
523;B;16;19;19;20;12;11;17;19;19;7;3;19;17;17;19;19;7;3;20;20;20;19;20;20;3;0;M;5;deuda;Muy Facil;Facil;Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;1;Muy buena
524;B;16;16;18;20;18;16;16;17;19;19;3;11;11;15;15;16;6;2;18;14;14;16;20;17;3;0;M;5;deuda;Facil;Facil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
525;B;16;18;18;19;20;19;18;19;20;20;3;11;11;15;16;15;5;2;16;19;16;18;19;19;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
526;B;16;19;19;19;19;19;19;19;20;20;3;11;16;19;19;20;9;3;19;20;20;19;20;20;3;0;M;5;deuda;Muy Facil;Muy Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
527;B;17;18;19;19;18;16;16;17;19;20;3;11;14;17;15;17;6;2;18;18;17;18;20;20;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
528;B;16;19;18;19;18;18;18;19;20;20;3;16;20;18;18;20;8;3;18;18;18;19;20;20;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
529;B;17;19;18;19;17;20;17;19;20;20;3;19;18;16;18;19;8;3;20;19;19;19;20;20;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;1;Muy buena
530;B;17;18;17;19;18;19;18;19;20;20;3;12;18;18;17;19;7;3;20;20;19;19;20;20;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;4;Muy buena
531;B;16;15;15;19;17;18;16;18;17;17;3;14;15;15;16;15;4;2;14;16;14;17;17;16;3;0;M;5;deuda;Facil;Facil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
532;B;16;17;17;18;20;18;17;18;20;20;3;14;11;13;18;18;5;2;19;19;17;18;20;20;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;4;Muy buena
533;B;17;17;17;19;17;19;17;19;20;19;3;15;16;15;16;16;5;2;17;17;15;17;18;18;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
534;B;17;15;16;19;19;18;17;18;20;19;3;16;16;15;16;15;5;2;16;17;17;15;18;17;3;0;M;5;deuda;Facil;Facil;Muy Facil;Facil;Excelente;De 4 horas a más;Muy satisfecho;1;Muy buena
535;B;17;19;18;19;20;17;17;18;20;20;3;11;11;15;17;17;7;2;17;19;17;17;18;20;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
536;B;17;19;18;19;19;18;18;19;20;20;3;15;11;16;17;18;7;3;20;18;19;18;19;20;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;4;Muy buena
537;B;16;19;18;19;20;17;17;19;20;19;3;18;12;16;17;18;4;3;18;18;18;19;18;17;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
538;B;16;19;18;19;19;17;17;18;20;20;3;11;11;16;17;18;7;2;18;19;18;18;19;19;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
539;B;17;19;17;19;20;20;17;17;20;20;3;17;13;16;17;18;6;3;19;19;19;18;20;20;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;4;Muy buena
540;B;16;19;17;19;17;17;17;19;20;20;3;16;11;19;18;18;6;3;17;17;17;19;17;19;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
541;B;17;16;16;19;20;15;15;17;20;17;3;11;11;14;14;15;6;2;15;15;16;16;15;16;3;0;F;5;deuda;Facil;Facil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
542;B;17;18;18;20;19;19;17;17;19;18;3;11;11;16;16;17;5;2;19;19;19;18;18;18;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;1;Muy buena
543;B;17;19;18;19;18;20;17;19;20;20;3;11;11;16;17;19;7;2;17;19;17;18;20;19;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
544;B;16;20;20;20;18;19;18;19;20;20;3;12;15;16;18;19;7;3;20;20;20;19;20;20;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
545;C;17;12;14;16;12;13;12;14;14;10;2;11;11;10;13;13;2;2;15;18;11;18;16;12;3;0;F;5;deuda;Facil;Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
546;C;16;12;14;16;11;13;13;11;11;12;2;11;12;12;11;10;3;2;13;12;13;12;12;12;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
547;C;16;10;10;11;11;12;10;10;10;12;2;11;11;8;8;6;2;1;11;11;11;9;10;12;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
548;C;16;12;16;17;12;11;12;11;11;12;2;11;11;12;9;10;4;2;14;13;12;14;15;13;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Indiferente;2 horas;Indiferente;3;Media
549;C;16;14;15;18;12;12;14;13;13;12;2;11;11;13;12;16;3;2;15;17;11;17;16;14;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
550;C;16;15;17;19;17;17;16;17;18;16;3;11;11;17;12;15;5;2;18;18;15;17;16;18;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;3;Buena
551;C;17;13;14;17;11;14;10;14;14;11;2;12;11;12;13;15;4;2;12;12;12;12;15;12;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
552;C;16;16;17;19;18;16;15;15;16;18;3;11;11;15;12;15;5;2;17;19;15;19;19;19;3;0;M;5;deuda;Muy Facil;Ni Facil ni Dificil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
553;C;17;12;16;18;13;13;12;13;11;14;2;12;12;12;10;13;3;2;12;12;11;12;10;14;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;2;Media
554;C;17;14;17;19;12;15;14;13;10;15;2;14;11;14;12;12;5;2;16;13;14;16;13;14;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
555;C;17;13;16;19;15;14;15;15;15;14;3;12;11;10;11;12;5;2;15;14;14;14;15;14;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
556;C;17;14;16;18;15;13;15;13;14;14;3;11;11;14;13;14;6;2;16;14;15;15;16;14;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
557;C;16;14;15;18;13;11;15;14;11;14;2;12;11;12;11;12;5;2;13;13;13;14;15;14;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
558;C;17;12;13;14;13;14;12;12;17;15;2;11;11;10;11;12;3;2;11;12;11;13;12;13;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;4;Media
559;C;17;16;18;20;15;17;17;17;16;15;3;12;12;11;11;13;3;2;15;18;14;18;18;16;3;0;F;5;deuda;Muy Facil;Ni Facil ni Dificil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;1;Buena
560;C;17;12;15;19;14;13;13;13;13;14;2;11;11;10;9;11;6;2;15;12;12;14;15;13;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
561;C;16;13;18;20;16;15;16;15;17;17;3;11;12;14;14;14;5;2;15;18;14;17;19;16;3;0;M;5;deuda;Muy Facil;Ni Facil ni Dificil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
562;C;16;12;14;17;12;12;13;13;12;13;2;12;12;11;12;11;5;2;12;12;12;12;10;13;2;0;F;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;4;Media
563;C;17;12;15;16;14;14;13;12;13;14;2;11;11;10;9;11;3;2;16;12;11;15;17;15;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
564;C;16;12;13;16;14;14;9;12;13;14;2;11;11;8;11;13;4;2;17;13;12;13;12;17;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;1;Buena
565;C;17;15;17;19;16;18;16;14;18;17;3;11;11;15;12;13;4;2;17;19;17;17;19;17;3;0;F;5;deuda;Muy Facil;Ni Facil ni Dificil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;1;Buena
566;C;17;7;9;10;11;11;11;10;9;9;2;11;11;8;6;5;2;1;11;11;11;10;10;11;2;0;F;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
567;C;16;9;13;16;12;11;12;12;12;11;2;11;12;10;10;8;3;2;12;11;12;12;10;13;2;0;F;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
568;C;17;7;12;13;11;11;11;11;11;11;2;11;11;7;7;6;2;1;12;12;9;10;10;11;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
569;C;16;17;16;19;16;17;14;16;17;17;3;11;11;16;16;17;7;2;16;18;15;16;18;18;3;0;M;5;deuda;Muy Facil;Facil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;3;Buena
570;C;17;17;18;20;16;17;17;17;17;16;3;16;12;16;16;16;6;2;16;19;16;19;19;18;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;4;Muy buena
571;C;17;14;15;18;15;15;15;16;16;15;3;12;12;13;10;11;5;2;15;17;16;17;12;16;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
572;C;17;13;15;17;13;12;13;12;14;14;2;11;11;10;12;14;4;2;11;14;10;12;14;4;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
573;C;16;16;18;18;16;16;15;16;15;15;3;15;16;16;15;16;2;2;16;18;13;17;18;16;3;0;M;5;deuda;Muy Facil;Facil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;4;Buena
574;D;16;16;17;18;13;13;13;15;13;15;2;11;15;15;14;16;5;2;14;19;14;19;18;16;3;0;M;5;deuda;Muy Facil;Facil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;1;Buena
575;D;17;7;8;12;11;11;9;8;8;11;2;11;11;8;6;5;2;1;11;12;10;10;10;10;2;0;F;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
576;D;16;13;16;17;13;13;14;15;13;12;2;15;12;17;12;16;3;2;14;16;14;16;16;16;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
577;D;16;11;13;15;16;13;13;13;17;13;3;11;11;9;7;8;2;1;13;13;14;13;11;13;2;0;M;5;deuda;Facil;Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
578;D;16;13;16;18;13;15;11;12;15;15;2;11;11;12;12;14;4;2;18;12;12;15;18;14;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
579;D;16;10;14;17;11;13;13;12;11;11;2;11;11;10;8;9;3;1;12;13;11;11;15;12;2;0;F;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
580;D;17;13;13;16;15;14;14;16;15;14;3;11;11;9;11;11;4;2;16;18;13;18;16;14;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
581;D;17;15;16;19;15;14;16;15;16;14;3;11;13;15;13;14;4;2;17;17;15;18;16;17;3;0;F;5;deuda;Muy Facil;Ni Facil ni Dificil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
582;D;17;15;17;20;15;14;13;15;16;15;3;11;11;13;12;13;4;2;16;16;14;18;18;16;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
583;D;17;14;14;16;13;13;13;16;14;14;2;11;11;13;12;10;5;2;15;13;13;15;15;14;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
584;D;16;10;13;14;11;11;9;10;12;10;2;11;11;9;6;9;2;1;11;12;10;11;10;12;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;4;Media
585;D;17;11;16;17;11;11;13;10;14;13;2;11;11;7;7;6;2;1;11;12;11;11;10;12;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
586;D;17;15;16;17;17;16;15;17;16;15;3;11;11;14;13;14;4;2;16;15;14;16;16;16;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
587;D;16;11;13;16;15;14;13;11;15;11;2;11;12;12;11;11;3;2;11;12;11;14;10;10;2;0;F;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;4;Media
588;D;16;13;15;18;16;16;13;12;16;12;3;11;11;13;9;12;2;2;13;12;13;12;17;14;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
589;D;17;13;14;17;15;16;15;14;17;15;3;12;11;14;8;13;3;2;13;15;13;14;16;17;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
590;D;16;12;13;15;13;13;14;11;14;11;2;11;15;16;10;12;2;2;13;16;14;13;16;14;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
591;D;16;13;14;17;13;13;15;15;13;14;2;12;12;12;12;12;5;2;15;16;13;15;15;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
592;D;17;13;14;17;13;13;12;14;14;13;2;12;11;12;12;12;5;2;16;16;13;17;16;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
593;D;17;12;14;15;11;13;11;12;12;13;2;11;11;11;10;9;4;2;15;12;10;13;13;15;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Indiferente;2 horas;Indiferente;2;Media
594;D;17;15;15;17;17;17;15;16;17;13;3;12;11;13;12;13;4;2;18;17;14;18;17;15;3;0;F;5;deuda;Muy Facil;Ni Facil ni Dificil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;1;Buena
595;D;16;15;15;18;17;16;17;17;17;16;3;11;11;19;13;14;4;2;18;18;15;18;17;16;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;1;Buena
596;D;16;14;14;16;14;14;15;16;15;13;3;12;14;14;10;10;5;2;12;14;14;18;12;13;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
597;D;16;14;15;16;17;16;16;15;17;16;3;12;11;13;13;13;3;2;13;15;13;15;15;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
598;D;17;14;16;18;17;16;15;15;18;16;3;15;14;15;14;15;5;2;14;17;14;18;17;17;3;0;F;5;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
599;D;16;12;13;16;12;16;11;16;15;13;2;11;12;9;11;11;5;2;14;13;13;14;13;14;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
600;D;16;15;18;19;17;15;14;14;17;18;3;11;11;18;13;15;3;2;16;16;14;19;18;16;3;0;M;5;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
601;D;17;14;17;19;14;16;14;14;16;16;3;16;16;15;11;16;5;2;15;15;14;15;18;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
