id;seccion;edad;pf_ac1;pf_ac2;pf_ac3;pf_alg_2019;pf_alg_2020;alg_1b_2021;alg_2b_2021;alg_3b_2021;alg_4b_2021;ind_nivel_algebra;pf_apm_2019;pf_apm_2020;am_1b_2021;am_2b_2021;am_3b_2021;am_4b_2021;ind_nivel_am;pf_geo_2019;pf_geo_2020;geo_1b_2021;geo_2b_2021;geo_3b_2021;geo_4b_2021;ind_nivel_geo;grupo_mate;genero;anios_colegio;condicion_pago;pe1;pe2;pe3;pe4;pe5;horas_asincronas;valoracion_clases;dispos_clases;calidad_internet
49;B;15;14;16;18;15;15;17;16;14;16;3;12;11;13;10;10;10;2;16;16;15;12;16;14;3;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
50;B;14;15;18;17;18;19;18;16;19;18;3;15;14;13;12;15;12;2;18;13;16;13;15;18;3;0;F;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
51;B;14;18;19;19;18;16;17;16;18;17;3;18;18;17;18;19;20;3;15;15;17;14;16;19;3;0;F;3;deuda;Facil;Muy facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;5;Muy buena
52;B;15;12;15;15;14;16;13;14;14;16;3;11;12;9;11;12;10;2;13;11;16;10;9;15;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
53;B;15;15;16;17;16;16;16;15;15;16;3;14;14;14;13;14;14;2;16;17;16;15;16;17;3;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
54;B;15;18;19;19;18;20;18;17;20;20;3;17;14;18;13;17;16;3;16;15;16;15;16;19;3;0;F;3;deuda;Facil;Facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
55;B;15;16;18;16;15;15;17;16;19;15;3;14;18;15;14;19;15;3;15;16;16;15;15;18;3;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
56;B;14;16;18;19;17;16;17;16;16;17;3;13;15;13;12;14;15;2;19;19;17;14;15;19;3;0;F;3;deuda;Muy facil;Facil;Muy facil;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
57;B;14;14;17;16;14;16;17;13;14;18;3;14;15;16;13;13;14;3;14;12;17;13;12;18;3;0;M;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
58;B;15;6;9;9;11;11;11;11;5;5;1;11;11;7;7;5;5;1;11;11;5;5;8;5;1;0;F;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
59;B;14;14;15;16;18;18;13;14;18;18;3;16;18;11;9;14;20;3;17;19;15;11;15;19;3;0;M;3;deuda;Muy facil;Facil;Muy facil;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
60;C;15;16;16;19;18;16;16;17;17;18;3;12;12;12;12;13;11;2;11;13;13;12;11;15;2;0;F;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Muy facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;5;Buena
61;C;15;16;16;20;16;15;15;16;16;16;3;13;13;13;11;12;11;2;11;11;12;12;9;14;2;0;F;4;deuda;Ni facil ni dificil;Facil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;3;Buena
62;C;15;8;9;18;11;11;11;9;11;10;2;11;11;10;7;9;6;2;11;9;12;8;8;11;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
63;C;15;8;10;18;11;11;11;9;11;11;2;11;11;6;6;8;9;1;11;11;12;7;8;9;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
64;C;15;14;14;18;17;17;16;14;17;15;3;11;11;12;12;12;9;2;13;14;13;13;12;14;2;0;F;3;deuda;Facil;Ni facil ni dificil;Muy facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
65;C;14;14;14;18;15;16;13;16;15;15;3;12;11;10;12;9;10;2;11;11;12;11;8;15;2;0;F;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;4;Buena
66;C;14;10;12;17;11;11;12;9;14;15;3;11;11;11;10;11;11;2;12;11;12;11;8;13;2;0;F;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
67;C;14;13;14;18;14;16;15;13;16;17;3;11;11;10;11;11;11;2;15;11;12;11;10;15;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
68;C;15;9;13;17;11;11;10;9;11;10;2;11;11;8;11;10;9;2;11;11;12;7;12;13;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
69;C;14;12;13;19;15;15;16;14;13;13;2;11;11;10;10;6;5;1;12;11;15;9;8;11;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
70;C;14;9;11;18;11;11;13;10;13;13;2;13;13;7;6;11;13;2;13;11;12;7;8;13;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
71;C;14;11;11;16;17;18;11;13;18;13;2;12;12;7;10;10;12;2;12;11;12;8;9;13;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Muy facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;3;Buena
72;C;14;14;15;20;15;14;15;14;15;17;3;11;14;14;13;13;11;2;14;11;12;13;11;16;2;0;M;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
73;C;15;13;15;16;14;16;16;18;13;15;3;12;16;13;15;10;16;2;14;11;14;12;9;16;2;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
74;C;15;16;17;19;17;16;17;16;18;18;3;15;14;11;15;13;14;2;15;15;16;13;14;16;3;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
75;C;14;15;15;20;14;14;14;16;17;17;3;13;14;11;12;14;11;2;14;13;12;13;14;13;2;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
76;C;14;14;14;19;16;14;14;15;16;15;3;11;12;11;12;12;12;2;11;11;14;10;10;16;2;0;F;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;2;Buena
77;C;14;12;11;18;12;11;12;12;11;12;2;11;11;9;9;6;7;1;14;11;14;9;8;11;2;0;F;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Mala
78;C;15;13;13;20;14;14;16;16;16;14;3;11;11;10;14;11;10;2;14;16;15;15;11;16;3;0;F;4;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
79;C;15;16;17;20;17;17;17;17;17;19;3;12;12;14;14;14;12;2;15;13;14;13;12;16;2;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
80;C;15;13;13;18;12;16;12;16;16;17;3;11;11;8;12;11;7;2;15;12;14;11;11;16;2;0;F;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Muy buena
81;C;14;11;12;18;11;13;10;11;13;13;2;11;11;10;6;7;7;1;13;13;13;8;8;11;2;0;F;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
82;C;15;13;16;19;18;15;15;15;15;19;3;12;12;10;11;12;14;2;12;16;14;12;12;16;2;0;M;3;deuda;Facil;Ni facil ni dificil;Muy facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
83;C;14;9;9;19;12;11;10;11;12;11;2;11;11;8;8;9;8;2;8;11;14;7;12;11;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Mala
84;C;14;16;16;20;18;17;17;17;19;19;3;11;15;16;15;14;11;2;12;16;17;14;12;16;3;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
85;C;15;11;11;15;11;11;10;11;13;14;3;11;11;6;11;9;10;2;13;13;14;9;8;11;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;1 hora;Indiferente;2;Media
86;C;15;14;14;16;14;15;14;15;15;14;3;11;11;10;11;12;11;2;12;15;14;11;11;15;2;0;M;4;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
87;C;14;11;12;17;11;11;11;11;12;11;2;11;11;11;10;9;7;2;12;12;14;10;8;11;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
88;C;15;12;13;18;14;16;12;13;16;16;3;11;14;12;14;13;8;2;11;12;12;11;11;15;2;0;M;4;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
89;C;15;9;8;19;11;11;11;12;12;11;2;11;11;7;6;6;7;1;13;11;13;10;8;12;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
90;C;14;14;15;17;17;12;12;16;15;17;3;12;13;14;12;11;12;2;13;15;14;13;14;15;3;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
91;D;14;15;16;19;18;17;16;17;17;18;3;14;15;14;16;14;15;3;16;17;16;16;16;17;3;0;F;3;deuda;Facil;Facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
92;D;15;11;11;19;13;11;11;11;15;15;3;11;11;10;10;9;10;2;12;13;15;12;11;17;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Indiferente;2 horas;Indiferente;3;Media
93;D;14;18;18;19;15;17;14;18;19;19;3;16;16;17;18;17;15;3;16;15;15;16;17;16;3;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
94;D;14;17;18;19;18;17;15;16;18;18;3;16;14;17;17;14;16;3;15;15;15;15;14;17;3;0;F;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
95;D;14;15;16;19;17;15;15;15;17;16;3;11;14;14;13;12;10;2;13;13;15;15;13;16;3;0;F;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
96;D;15;16;16;19;15;17;16;15;16;17;3;16;15;16;15;12;12;3;16;15;16;15;15;17;3;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
97;D;15;15;16;19;16;15;16;14;15;15;3;15;15;14;14;12;16;3;16;17;15;14;16;17;3;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
98;D;14;16;18;19;15;15;15;17;17;18;3;14;13;13;15;16;18;3;17;15;16;15;15;17;3;0;M;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
99;D;14;10;12;19;11;12;11;12;11;11;2;11;11;11;11;9;10;2;14;15;15;14;12;14;3;0;M;3;deuda;Facil;Ni facil ni dificil;Ni facil ni dificil;Facil;Bueno;3 horas;Satisfecho;4;Muy buena
100;D;14;15;14;19;16;16;12;16;18;18;3;15;16;13;14;15;16;3;15;16;12;15;14;16;3;0;M;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Indiferente;3;Buena
101;D;15;10;12;19;11;11;10;11;13;14;3;11;11;8;11;10;10;2;14;14;15;15;11;12;2;0;M;3;deuda;Facil;Ni facil ni dificil;Ni facil ni dificil;Facil;Indiferente;2 horas;Indiferente;1;Media
102;D;15;15;15;19;14;15;15;14;17;15;3;13;15;15;14;13;12;2;16;17;16;16;13;17;3;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
103;D;15;10;12;19;14;12;12;12;14;13;2;11;11;10;9;9;9;2;12;13;14;12;12;16;2;0;F;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
104;D;15;17;19;19;17;18;17;17;17;19;3;16;16;16;16;16;16;3;16;17;16;17;14;17;3;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
105;D;14;17;17;19;18;18;18;19;19;19;3;16;19;18;16;19;20;3;15;16;15;15;16;17;3;0;D;3;deuda;Facil;Muy facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
106;D;15;10;11;19;11;12;10;12;12;11;2;11;11;12;13;8;10;2;13;13;13;12;12;12;2;0;M;3;deuda;Facil;Ni facil ni dificil;Ni facil ni dificil;Facil;Indiferente;2 horas;Indiferente;5;Media
107;D;14;14;15;19;13;13;12;16;17;16;3;14;14;13;12;13;15;2;13;13;13;15;16;14;3;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
108;D;14;14;16;19;17;16;16;17;18;16;3;15;15;15;15;15;15;3;13;15;13;14;15;13;2;0;F;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
109;D;14;17;17;19;16;17;16;17;18;18;3;13;12;17;15;15;12;3;15;18;16;15;16;18;3;0;F;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
110;D;14;17;17;19;16;16;17;16;19;19;3;11;14;13;15;11;9;2;15;15;16;15;15;16;3;0;M;3;deuda;Facil;Ni facil ni dificil;Muy facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
111;D;14;18;18;19;17;18;17;18;18;19;3;17;17;17;15;14;14;3;18;17;17;16;16;18;3;0;M;3;deuda;Muy facil;Facil;Muy facil;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
112;D;14;16;17;19;15;15;14;16;15;17;3;15;16;14;13;15;18;3;17;17;15;15;13;17;3;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
113;D;14;11;13;19;17;15;12;13;13;17;3;11;12;13;10;12;13;2;16;15;15;15;14;16;3;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
114;D;15;14;15;19;18;13;13;14;17;18;3;13;13;15;15;13;10;2;17;17;16;15;14;17;3;0;F;4;deuda;Muy facil;Facil;Facil;Muy facil;Bueno;3 horas;Satisfecho;1;Buena
115;D;14;14;15;19;17;17;15;17;16;14;3;13;12;12;14;12;12;2;14;15;15;15;13;14;3;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
116;D;14;16;17;19;15;18;15;17;18;18;3;13;13;15;15;14;13;2;16;15;16;16;15;17;3;0;F;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
117;D;15;12;15;19;17;13;12;12;17;17;3;11;11;11;10;11;10;2;13;13;13;13;15;14;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
118;D;15;8;14;19;15;13;12;14;16;15;3;11;11;10;11;10;10;2;16;15;16;13;14;16;3;0;F;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
119;D;15;15;16;19;18;17;17;17;18;19;3;15;17;15;15;16;18;3;16;16;13;14;13;16;3;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
120;D;15;14;14;19;17;15;13;14;17;16;3;13;14;15;14;13;12;2;14;14;15;14;14;14;3;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
121;D;15;16;16;19;18;14;13;16;18;18;3;16;12;17;15;13;9;2;15;17;16;15;15;17;3;0;F;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
122;D;15;19;19;19;15;16;13;18;20;19;3;19;20;18;17;20;20;3;16;16;17;18;17;29;3;0;M;3;deuda;Muy facil;Muy facil;Muy facil;Muy facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
123;E;14;12;13;16;16;14;16;10;16;15;3;12;11;10;9;12;7;2;14;12;14;13;11;12;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
124;E;15;15;15;20;15;16;15;14;17;14;3;11;11;13;13;13;9;2;16;15;15;16;15;15;3;0;F;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
125;E;15;12;14;17;15;16;16;13;14;15;3;12;11;12;11;11;11;2;11;14;14;9;12;13;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
126;E;14;15;17;18;16;16;16;16;16;16;3;11;14;14;15;12;9;2;13;14;15;14;13;11;2;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
127;E;14;16;18;20;19;17;16;16;18;20;3;16;16;15;14;15;18;3;14;15;15;15;15;14;3;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;4;Muy buena
128;E;15;14;15;17;15;12;11;14;16;16;3;12;13;13;11;14;15;2;12;11;13;10;14;11;2;0;M;3;deuda;Ni facil ni dificil;Facil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;3;Buena
129;E;14;11;13;15;11;11;10;12;12;11;2;11;11;8;13;12;8;2;11;13;14;12;11;10;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Insatisfecho;3;Media
130;E;15;13;13;15;11;12;11;12;13;13;2;11;12;13;8;11;7;2;11;11;14;10;11;9;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
131;E;15;15;15;17;18;18;17;14;18;14;3;14;12;13;13;14;12;2;14;13;15;16;14;11;2;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
132;E;15;15;15;16;16;16;17;15;15;13;2;11;12;12;12;12;11;2;13;13;14;14;12;11;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
133;E;14;14;14;15;15;15;17;14;16;16;3;11;11;13;13;12;10;2;16;13;14;14;13;16;3;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
134;E;14;14;17;18;15;14;16;13;14;14;3;11;13;16;12;10;10;2;13;13;13;12;13;11;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
135;E;14;12;15;16;15;14;15;14;14;16;3;13;11;13;10;9;7;2;14;13;15;10;13;10;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
136;E;14;14;15;17;16;16;17;14;14;17;3;13;11;8;15;13;7;2;13;13;13;11;13;11;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
137;E;15;13;13;13;15;16;15;16;17;12;2;13;12;13;13;13;12;2;14;14;15;12;12;13;2;0;F;3;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Indiferente;3;Buena
138;E;14;15;17;19;16;18;18;15;14;16;3;11;11;14;12;11;8;2;15;15;16;14;12;11;2;0;M;3;deuda;Facil;Ni facil ni dificil;Muy facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
139;E;15;13;16;17;15;13;16;13;14;15;3;13;13;13;9;11;9;2;11;11;13;10;14;13;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
140;E;14;11;13;17;11;11;12;12;12;10;2;11;11;11;11;8;10;2;14;11;14;13;11;9;2;0;F;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
141;E;14;12;14;15;11;14;11;12;15;12;2;11;11;9;11;11;11;2;14;12;15;13;12;12;2;0;F;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
142;E;14;11;11;14;11;11;12;9;14;14;3;11;11;11;8;12;7;2;13;13;15;11;14;10;2;0;M;3;deuda;Facil;Ni facil ni dificil;Ni facil ni dificil;Facil;Indiferente;2 horas;Indiferente;4;Media
143;E;15;12;13;15;14;14;13;10;14;16;3;11;11;11;10;9;12;2;11;11;15;10;16;15;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;1;Buena
144;E;15;12;13;17;14;11;13;14;10;12;2;13;12;13;10;10;7;2;12;15;15;11;14;11;2;0;F;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
145;E;14;13;14;17;16;17;15;17;17;14;3;12;12;12;12;12;12;2;13;13;15;13;13;12;2;0;F;3;deuda;Facil;Ni facil ni dificil;Muy facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
146;E;14;12;14;14;14;16;16;17;14;16;3;13;13;11;10;10;13;2;16;18;15;13;18;14;3;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
147;E;14;15;15;17;13;12;17;12;16;16;3;11;11;14;11;13;11;2;14;15;15;15;14;11;3;0;F;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
148;E;15;12;15;16;18;14;18;14;13;14;3;11;11;14;14;10;9;2;13;14;14;11;12;12;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
149;E;14;11;10;14;11;13;11;11;12;13;2;11;11;8;7;8;12;2;14;12;14;9;9;8;2;0;F;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;2;Media
150;E;15;12;14;15;13;14;12;14;12;13;2;14;11;10;15;10;9;2;11;11;15;10;13;10;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Bueno;1 hora;Satisfecho;1;Buena
151;E;14;12;11;12;12;15;16;12;14;14;3;11;11;12;8;8;8;2;13;13;14;11;13;12;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
152;E;15;16;17;20;19;16;17;16;17;19;3;12;11;10;13;14;12;2;14;15;15;14;15;14;3;0;F;3;deuda;Facil;Ni facil ni dificil;Muy facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
153;E;14;13;12;13;17;14;17;14;14;14;3;11;11;12;12;9;11;2;11;13;14;13;10;11;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;2;Buena
154;F;14;9;14;11;11;11;10;8;9;10;2;11;11;11;8;10;9;2;13;12;13;10;11;11;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;1 hora;Indiferente;2;Media
155;F;14;10;11;12;11;12;10;14;8;14;3;11;11;8;11;10;11;2;11;11;13;7;11;10;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;4;Media
156;F;15;10;14;14;11;11;10;11;12;11;2;11;11;8;8;10;7;2;11;12;13;10;13;13;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
157;F;15;15;17;17;15;16;15;14;17;15;3;12;12;12;13;13;8;2;14;14;15;12;11;13;2;0;F;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
158;F;14;13;17;16;16;15;14;13;16;14;3;11;11;13;10;13;10;2;13;12;13;13;11;11;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Bueno;3 horas;Satisfecho;4;Buena
159;F;15;14;16;16;17;15;16;15;17;17;3;13;13;15;13;14;11;2;13;14;13;13;13;15;2;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
160;F;15;17;18;19;16;18;16;16;19;19;3;16;19;15;17;19;14;3;13;14;16;13;16;16;3;0;F;3;deuda;Facil;Muy facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;2;Muy buena
161;F;15;13;16;14;14;12;10;12;16;17;3;11;11;7;10;10;11;2;12;11;13;7;11;14;2;0;M;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;1;Media
162;F;15;12;16;16;14;12;11;12;13;14;3;11;11;14;15;13;10;2;15;13;15;14;14;12;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
163;F;15;14;12;14;15;13;11;16;15;11;2;11;14;13;14;12;9;2;14;15;16;12;12;13;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
164;F;14;18;18;19;18;18;18;17;18;18;3;16;17;17;17;16;14;3;16;15;16;14;16;16;3;0;M;3;deuda;Facil;Facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;3;Muy buena
165;F;15;9;13;13;15;13;11;11;17;12;2;11;11;13;8;11;11;2;11;11;14;8;11;8;2;0;F;3;deuda;Ni facil ni dificil;Ni facil ni dificil;Facil;Ni facil ni dificil;Indiferente;2 horas;Indiferente;3;Media
166;F;15;17;19;18;20;20;18;18;20;19;3;17;18;14;17;18;16;3;14;15;17;13;15;16;3;0;F;3;deuda;Facil;Muy facil;Muy facil;Facil;Excelente;De 4 horas a mas;Muy satisfecho;1;Muy buena
167;F;14;11;15;15;12;14;16;16;13;10;2;12;13;13;11;10;10;2;14;11;15;11;12;12;2;0;M;3;deuda;Facil;Ni facil ni dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
