id;seccion;edad;pf_ac1;pf_ac2;pf_ac3;pf_alg_2019;pf_alg_2020;alg_1b_2021;alg_2b_2021;alg_3b_2021;alg_4b_2021;ind_nivel_algebra;pf_apm_2019;pf_apm_2020;am_1b_2021;am_2b_2021;am_3b_2021;am_4b_2021;ind_nivel_am;pf_geo_2019;pf_geo_2020;geo_1b_2021;geo_2b_2021;geo_3b_2021;geo_4b_2021;ind_nivel_geo;grupo_mate;genero;anios_colegio;condicion_pago;pe1;pe2;pe3;pe4;pe5;horas_asincronas;valoracion_clases;dispos_clases;calidad_internet
301;B;16;14;13;17;13;12;13;13;12;13;2;13;14;16;17;13;16;3;12;13;12;12;13;12;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;3;Buena
302;B;15;16;17;20;15;16;16;15;15;15;3;16;18;15;17;16;18;3;14;16;14;16;16;14;3;0;F;4;deuda;Facil;Muy Facil;Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
303;B;15;12;13;17;11;11;9;11;7;7;2;14;15;13;11;11;15;2;11;11;8;10;11;13;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
304;B;15;16;16;18;15;16;16;15;15;16;3;15;15;16;15;14;18;3;16;16;16;18;18;18;3;0;M;4;deuda;Muy Facil;Facil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;4;Buena
305;B;16;18;18;20;17;16;17;16;18;17;3;18;18;17;17;17;19;3;19;20;19;18;19;20;3;0;F;4;deuda;Muy Facil;Muy Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;4;Muy buena
306;B;15;13;15;19;12;12;13;12;12;13;2;13;14;16;13;13;16;3;13;14;14;11;13;13;2;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
307;B;15;9;10;17;11;11;12;11;7;6;2;11;13;13;11;12;11;2;11;11;8;11;10;10;2;0;M;4;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;2;Media
308;B;16;15;17;19;12;13;14;14;11;14;2;16;15;14;14;14;17;3;13;14;13;13;12;14;2;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
309;B;15;10;14;18;12;11;12;13;11;10;2;13;12;14;11;11;15;2;11;12;11;11;10;12;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;4;Media
310;B;15;13;14;14;11;11;12;12;12;10;2;12;15;14;12;13;15;2;14;14;10;11;14;12;2;0;M;4;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;3;Buena
311;B;16;14;13;17;11;12;12;12;12;11;2;13;13;15;16;13;16;3;11;12;12;12;13;10;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;4;Buena
312;B;16;14;16;19;13;13;16;14;14;13;2;20;18;19;15;16;20;3;18;16;18;16;16;16;3;0;M;4;deuda;Muy Facil;Muy Facil;Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
313;B;16;12;14;17;13;12;12;13;12;12;2;12;12;15;12;13;16;2;12;12;13;12;12;13;2;0;F;4;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;3;Buena
314;B;16;14;15;19;14;14;13;14;14;13;2;12;13;12;13;15;17;2;12;12;11;11;15;14;2;0;M;5;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
315;B;16;12;14;15;13;12;14;13;15;12;2;11;12;12;11;15;15;2;12;11;12;12;11;11;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;1;Buena
316;B;16;9;9;12;11;11;9;7;7;5;1;11;13;13;10;11;11;2;11;11;8;8;10;9;2;0;F;4;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;4;Media
317;B;15;12;13;17;13;13;12;12;11;13;2;14;12;16;13;12;15;2;11;11;12;11;11;12;2;0;F;4;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;2;Buena
318;B;15;17;18;20;15;17;14;15;16;17;3;17;18;16;16;15;19;3;16;15;14;15;16;15;3;0;M;4;deuda;Facil;Muy Facil;Facil;Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
319;B;15;13;14;20;12;12;12;12;12;10;2;15;14;15;14;13;15;3;13;13;13;11;11;11;2;0;F;4;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;4;Buena
320;B;15;12;12;17;12;11;13;12;11;13;2;11;13;10;13;11;14;2;12;12;11;11;10;15;2;0;F;4;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
321;B;16;15;17;19;13;13;13;13;13;13;2;16;16;16;14;13;18;3;12;11;12;11;13;12;2;0;F;4;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;4;Buena
322;B;16;13;15;19;11;11;12;13;8;14;2;12;16;12;14;13;16;2;13;12;11;12;11;13;2;0;M;4;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;1;Buena
323;B;15;15;16;18;15;16;16;14;13;13;3;14;16;16;13;15;15;3;16;16;18;16;16;18;3;0;M;4;deuda;Muy Facil;Facil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;3;Buena
324;B;15;13;15;19;12;13;12;12;12;13;2;16;16;17;12;12;16;3;12;12;13;12;11;11;2;0;F;4;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;2;Buena
325;B;15;15;16;19;14;12;12;13;13;14;2;14;15;16;15;12;16;3;14;13;12;14;17;14;3;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
326;B;16;15;17;19;13;13;13;13;13;13;2;17;16;17;17;14;16;3;14;12;12;12;14;14;2;0;F;4;deuda;Facil;Muy Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
327;B;16;14;16;20;12;12;13;13;12;13;2;13;13;15;13;13;14;2;11;11;11;11;11;11;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;1;Buena
328;B;16;14;17;20;12;12;13;12;12;12;2;14;14;13;15;14;15;3;13;12;11;12;11;13;2;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
329;B;16;17;17;19;15;17;15;16;15;17;3;16;15;17;15;15;17;3;16;15;14;17;16;15;3;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
330;B;16;10;11;17;11;11;11;11;9;9;2;15;13;13;11;11;15;2;12;11;10;10;9;12;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;1 hora;Indiferente;4;Media
331;C;16;17;17;18;14;14;15;15;14;16;3;15;14;16;15;13;14;3;17;16;16;17;17;17;3;0;F;4;deuda;Muy Facil;Facil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;4;Buena
332;C;15;12;11;17;11;11;12;12;12;7;2;14;14;13;15;15;15;3;12;14;14;10;10;14;2;0;M;4;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;5;Buena
333;C;15;11;11;14;11;11;12;12;8;6;2;14;15;13;12;12;15;2;12;12;13;10;12;13;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;3;Buena
334;C;16;14;15;18;18;15;14;14;12;18;3;14;14;14;14;14;14;3;12;12;16;12;16;16;3;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;2 horas;Satisfecho;4;Buena
335;C;15;12;13;16;11;11;10;12;12;12;2;12;12;13;12;13;14;2;13;15;16;11;16;15;3;0;M;4;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;1;Buena
336;C;16;13;13;16;11;12;12;11;12;13;2;13;15;15;13;11;12;2;13;11;16;9;13;16;2;0;M;4;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;5;Buena
337;C;15;10;12;16;12;12;12;12;12;12;2;15;14;15;11;13;11;2;13;15;16;12;13;10;2;0;F;4;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;2 horas;Satisfecho;2;Buena
338;C;15;17;17;18;14;14;15;15;14;15;3;16;16;16;16;13;15;3;18;16;16;17;18;18;3;0;F;4;deuda;Muy Facil;Facil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;1;Buena
339;C;15;12;12;15;12;11;11;12;8;12;2;13;12;13;12;11;12;2;11;11;14;12;10;16;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
340;C;16;14;15;17;13;11;13;13;12;12;2;15;13;15;13;14;14;3;15;16;16;15;14;13;3;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
341;C;16;12;12;16;11;11;12;12;12;8;2;14;12;14;11;13;14;2;11;15;16;9;15;14;2;0;F;4;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;3;Buena
342;C;15;12;12;15;13;12;12;12;11;14;2;14;13;15;12;13;14;2;11;14;13;10;10;16;2;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
343;C;16;14;13;16;13;12;12;12;12;13;2;12;13;15;14;12;13;2;11;13;14;10;14;13;2;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
344;C;16;14;16;17;13;14;14;14;13;12;2;16;16;16;16;15;16;3;15;13;16;13;15;16;3;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
345;C;16;13;13;16;13;13;12;13;13;13;2;13;14;16;11;15;14;2;13;14;16;13;15;16;3;0;M;5;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
346;C;15;6;6;12;11;11;8;8;5;5;1;11;11;11;7;11;5;2;11;11;13;6;9;11;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
347;C;15;12;14;17;13;13;12;12;12;13;2;12;12;15;11;12;13;2;11;13;16;10;14;13;2;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
348;C;16;7;6;12;11;11;11;5;5;5;1;11;11;12;5;5;5;1;11;11;13;6;10;11;2;0;M;4;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
349;C;16;15;16;18;16;15;14;14;14;17;3;12;13;14;12;15;17;2;17;17;16;16;18;17;3;0;M;4;deuda;Muy Facil;Facil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
350;C;16;14;14;16;12;11;12;11;12;12;2;14;13;16;12;13;16;3;12;11;16;11;15;13;2;0;F;4;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;2;Buena
351;C;15;15;14;14;16;14;16;15;14;14;3;12;16;16;12;15;15;3;16;13;16;13;14;16;3;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
352;C;15;11;9;12;11;11;12;11;7;6;2;12;12;13;11;12;13;2;11;12;14;10;11;13;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Insatisfecho;2;Media
353;C;15;12;13;17;12;12;12;12;12;13;2;15;16;16;13;13;13;3;15;13;16;12;15;16;3;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
354;C;16;11;11;13;13;12;13;12;12;12;2;14;15;15;11;14;12;2;16;15;16;13;13;16;3;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
355;C;16;15;17;18;13;13;14;14;13;14;2;15;16;16;16;14;15;3;15;17;16;14;16;17;3;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
356;C;16;10;12;17;11;6;9;11;7;6;1;11;12;13;12;11;12;2;14;15;15;9;10;13;2;0;M;4;deuda;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Indiferente;2 horas;Indiferente;4;Media
357;C;16;11;12;15;11;11;12;12;9;7;2;12;12;12;12;12;12;2;11;13;16;8;12;11;2;0;M;4;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;4;Media
358;C;15;10;9;14;11;8;8;11;8;10;2;14;14;13;11;12;16;2;11;12;14;9;12;12;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
359;C;16;12;13;16;11;11;9;11;11;12;2;11;12;14;11;13;13;2;12;11;13;7;14;15;2;0;M;4;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Insatisfecho;4;Media
360;C;15;12;11;13;11;11;12;11;8;6;2;11;11;13;10;11;13;2;11;11;13;10;10;15;2;0;M;4;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;2;Media
361;C;15;10;11;16;11;11;11;11;7;13;2;12;13;12;10;10;13;2;11;11;13;7;10;10;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
362;C;15;16;15;15;14;15;15;16;14;14;3;16;15;17;17;14;14;3;14;14;15;16;15;13;3;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
363;C;16;12;14;15;13;11;11;12;13;12;2;12;16;12;13;13;17;2;12;17;15;12;14;17;3;0;M;4;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;1;Buena
364;C;16;13;17;18;18;16;16;15;18;18;3;16;18;17;16;15;18;3;17;17;16;16;17;17;3;0;M;4;deuda;Muy Facil;Muy Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
365;D;15;16;16;18;16;15;15;15;16;17;3;12;18;12;12;16;18;3;16;16;13;13;14;16;3;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
366;D;15;16;16;19;15;14;14;14;15;15;3;17;16;15;14;15;18;3;16;15;15;13;16;20;3;0;M;4;deuda;Facil;Muy Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
367;D;16;12;13;18;13;12;13;12;10;15;2;13;15;15;11;12;15;2;11;12;12;11;14;15;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;2;Buena
368;D;15;16;17;19;13;15;13;15;16;16;3;15;15;13;14;17;17;3;12;15;12;14;13;16;2;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
369;D;16;14;16;17;13;11;14;15;11;14;2;13;15;14;12;15;14;2;11;11;11;10;11;11;2;0;M;4;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;2;Buena
370;D;16;17;17;19;17;17;17;18;18;19;3;17;19;17;16;17;20;3;12;14;12;15;15;14;2;0;M;4;deuda;Facil;Muy Facil;Muy Facil;Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
371;D;15;18;17;19;15;14;13;14;15;15;3;16;15;16;15;17;16;3;16;16;17;14;14;16;3;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
372;D;16;14;13;17;12;12;13;13;10;12;2;11;15;11;11;14;16;2;14;11;12;11;12;15;2;0;F;5;deuda;Facil;Facil;Ni Facil ni Dificil;Facil;Bueno;3 horas;Satisfecho;4;Buena
373;D;16;15;16;19;15;16;15;16;16;16;3;16;15;17;14;18;18;3;19;17;18;16;18;19;3;0;M;4;deuda;Muy Facil;Facil;Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;1;Muy buena
374;D;15;15;16;19;15;15;13;14;15;13;3;12;18;13;12;14;18;3;15;13;13;12;15;17;3;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
375;D;15;17;17;19;16;15;14;14;16;16;3;16;15;15;15;16;19;3;13;17;12;13;14;18;3;0;M;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
376;D;16;15;16;18;16;15;16;16;16;15;3;15;15;13;13;15;17;3;13;15;13;13;15;17;3;0;F;4;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
377;D;16;13;15;16;14;15;13;14;15;14;3;14;14;13;13;16;13;2;11;11;8;10;12;13;2;0;F;4;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;4;Buena
378;D;16;17;18;19;18;16;17;16;19;19;3;18;17;14;17;19;19;3;18;18;18;16;18;18;3;0;F;4;deuda;Muy Facil;Muy Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;1;Muy buena
